"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Push day (chest focus)","2 Dec 2024, 13:24","2 Dec 2024, 15:06","","Butterfly (Pec Deck)",,"",2,"normal",63,4,,,
"Push day (chest focus)","2 Dec 2024, 13:24","2 Dec 2024, 15:06","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
"Push day (chest focus)","2 Dec 2024, 13:24","2 Dec 2024, 15:06","","Lateral Raise (Machine)",,"",1,"normal",27,12,,,
"Push day (chest focus)","2 Dec 2024, 13:24","2 Dec 2024, 15:06","","Lateral Raise (Machine)",,"",2,"normal",17,14,,,
"Shoulder day","27 Nov 2024, 21:15","27 Nov 2024, 21:53","","Seated Shoulder Press (Machine)",,"",0,"normal",37,13,,,
"Shoulder day","27 Nov 2024, 21:15","27 Nov 2024, 21:53","","Seated Shoulder Press (Machine)",,"",1,"normal",47,9,,,
"Shoulder day","27 Nov 2024, 21:15","27 Nov 2024, 21:53","","Seated Shoulder Press (Machine)",,"",2,"normal",47,8,,,
"Shoulder day","27 Nov 2024, 21:15","27 Nov 2024, 21:53","","Lateral Raise (Machine)",,"",0,"normal",17,18,,,
"Shoulder day","27 Nov 2024, 21:15","27 Nov 2024, 21:53","","Lateral Raise (Machine)",,"",1,"normal",17,9,,,
"Shoulder day","27 Nov 2024, 21:15","27 Nov 2024, 21:53","","Lateral Raise (Machine)",,"",2,"normal",17,12,,,
"Shoulder day","27 Nov 2024, 21:15","27 Nov 2024, 21:53","","Lateral Raise (Machine)",,"",3,"normal",27,6,,,
"Shoulder day","27 Nov 2024, 21:15","27 Nov 2024, 21:53","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",11,11,,,
"Shoulder day","27 Nov 2024, 21:15","27 Nov 2024, 21:53","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",11,10,,,
"Shoulder day","27 Nov 2024, 21:15","27 Nov 2024, 21:53","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",11,10,,,
"Pull day (arms focus)","25 Nov 2024, 20:56","25 Nov 2024, 21:59","","Behind Body Cable Curl",,"",0,"normal",17,11,,,
"Pull day (arms focus)","25 Nov 2024, 20:56","25 Nov 2024, 21:59","","Behind Body Cable Curl",,"",1,"normal",17,9,,,
"Pull day (arms focus)","25 Nov 2024, 20:56","25 Nov 2024, 21:59","","Behind Body Cable Curl",,"",2,"normal",17,9,,,
"Pull day (arms focus)","25 Nov 2024, 20:56","25 Nov 2024, 21:59","","Lat Pulldown (Cable)",,"",0,"normal",63,4,,,
"Pull day (arms focus)","25 Nov 2024, 20:56","25 Nov 2024, 21:59","","Lat Pulldown (Cable)",,"",1,"normal",58.5,6,,,
"Pull day (arms focus)","25 Nov 2024, 20:56","25 Nov 2024, 21:59","","Seated Row (Machine)",,"",0,"normal",17,12,,,
"Pull day (arms focus)","25 Nov 2024, 20:56","25 Nov 2024, 21:59","","Seated Row (Machine)",,"",1,"normal",17,10,,,
"Pull day (arms focus)","25 Nov 2024, 20:56","25 Nov 2024, 21:59","","Preacher Curl (Machine)",,"",0,"normal",20,3,,,
"Pull day (arms focus)","25 Nov 2024, 20:56","25 Nov 2024, 21:59","","Preacher Curl (Machine)",,"",1,"normal",15,5,,,
"Pull day (arms focus)","25 Nov 2024, 20:56","25 Nov 2024, 21:59","","Preacher Curl (Machine)",,"",2,"normal",10,6,,,
"Push day (chest focus)","22 Nov 2024, 21:16","22 Nov 2024, 22:14","","Chest Press (Machine)",,"",0,"normal",40,4,,,
"Push day (chest focus)","22 Nov 2024, 21:16","22 Nov 2024, 22:14","","Chest Press (Machine)",,"",1,"normal",40,5,,,
"Push day (chest focus)","22 Nov 2024, 21:16","22 Nov 2024, 22:14","","crossbody cable extension",,"",0,"normal",9,12,,,
"Push day (chest focus)","22 Nov 2024, 21:16","22 Nov 2024, 22:14","","crossbody cable extension",,"",1,"normal",9,11,,,
"Push day (chest focus)","22 Nov 2024, 21:16","22 Nov 2024, 22:14","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
"Push day (chest focus)","22 Nov 2024, 21:16","22 Nov 2024, 22:14","","Lateral Raise (Machine)",,"",1,"normal",27,12,,,
"Pull day (arms focus)","13 Nov 2024, 20:54","13 Nov 2024, 23:20","","Behind Body Cable Curl",,"",0,"normal",17,10,,,
"Pull day (arms focus)","13 Nov 2024, 20:54","13 Nov 2024, 23:20","","Behind Body Cable Curl",,"",1,"normal",19.5,6,,,
"Pull day (arms focus)","13 Nov 2024, 20:54","13 Nov 2024, 23:20","","Behind Body Cable Curl",,"",2,"normal",19.5,5,,,
"Pull day (arms focus)","13 Nov 2024, 20:54","13 Nov 2024, 23:20","","Lat Pulldown (Cable)",,"",0,"normal",63,4,,,
"Pull day (arms focus)","13 Nov 2024, 20:54","13 Nov 2024, 23:20","","Lat Pulldown (Cable)",,"",1,"normal",58.5,6,,,
"Pull day (arms focus)","13 Nov 2024, 20:54","13 Nov 2024, 23:20","","Seated Row (Machine)",,"",0,"normal",17,14,,,
"Pull day (arms focus)","13 Nov 2024, 20:54","13 Nov 2024, 23:20","","Seated Row (Machine)",,"",1,"normal",27,7,,,
"Pull day (arms focus)","13 Nov 2024, 20:54","13 Nov 2024, 23:20","","Seated Row (Machine)",,"",2,"normal",27,6,,,
"Pull day (arms focus)","13 Nov 2024, 20:54","13 Nov 2024, 23:20","","Preacher Curl (Machine)",,"",0,"normal",20,5,,,
"Pull day (arms focus)","13 Nov 2024, 20:54","13 Nov 2024, 23:20","","Preacher Curl (Machine)",,"",1,"normal",20,4,,,
"Pull day (arms focus)","13 Nov 2024, 20:54","13 Nov 2024, 23:20","","Preacher Curl (Machine)",,"",2,"normal",15,7,,,
"Push day (chest focus)","11 Nov 2024, 12:40","11 Nov 2024, 14:57","","Chest Press (Machine)",,"",0,"normal",40,6,,,
"Push day (chest focus)","11 Nov 2024, 12:40","11 Nov 2024, 14:57","","Chest Press (Machine)",,"",1,"normal",40,7,,,
"Push day (chest focus)","11 Nov 2024, 12:40","11 Nov 2024, 14:57","","Chest Press (Machine)",,"",2,"normal",40,5,,,
"Push day (chest focus)","11 Nov 2024, 12:40","11 Nov 2024, 14:57","","crossbody cable extension",,"",0,"normal",15,8,,,
"Push day (chest focus)","11 Nov 2024, 12:40","11 Nov 2024, 14:57","","crossbody cable extension",,"",1,"normal",9,9,,,
"Push day (chest focus)","11 Nov 2024, 12:40","11 Nov 2024, 14:57","","crossbody cable extension",,"",2,"normal",9,12,,,
"Push day (chest focus)","11 Nov 2024, 12:40","11 Nov 2024, 14:57","","Butterfly (Pec Deck)",,"",0,"normal",58.5,7,,,
"Push day (chest focus)","11 Nov 2024, 12:40","11 Nov 2024, 14:57","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
"Push day (chest focus)","11 Nov 2024, 12:40","11 Nov 2024, 14:57","","Lateral Raise (Machine)",,"",1,"normal",27,12,,,
"Push day (chest focus)","11 Nov 2024, 12:40","11 Nov 2024, 14:57","","Lateral Raise (Machine)",,"",2,"normal",17,14,,,
"Shoulder day","6 Nov 2024, 19:46","6 Nov 2024, 20:17","","Seated Shoulder Press (Machine)",,"",0,"normal",47,11,,,
"Shoulder day","6 Nov 2024, 19:46","6 Nov 2024, 20:17","","Seated Shoulder Press (Machine)",,"",1,"normal",47,6,,,
"Shoulder day","6 Nov 2024, 19:46","6 Nov 2024, 20:17","","Seated Shoulder Press (Machine)",,"",2,"normal",47,6,,,
"Shoulder day","6 Nov 2024, 19:46","6 Nov 2024, 20:17","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
"Shoulder day","6 Nov 2024, 19:46","6 Nov 2024, 20:17","","Lateral Raise (Machine)",,"",1,"normal",27,8,,,
"Shoulder day","6 Nov 2024, 19:46","6 Nov 2024, 20:17","","Lateral Raise (Machine)",,"",2,"normal",17,12,,,
"Shoulder day","6 Nov 2024, 19:46","6 Nov 2024, 20:17","","Lateral Raise (Machine)",,"",3,"normal",27,6,,,
"Shoulder day","6 Nov 2024, 19:46","6 Nov 2024, 20:17","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",11,11,,,
"Shoulder day","6 Nov 2024, 19:46","6 Nov 2024, 20:17","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",11,10,,,
"Shoulder day","6 Nov 2024, 19:46","6 Nov 2024, 20:17","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",11,10,,,
"Pull day (arms focus)","5 Nov 2024, 20:17","5 Nov 2024, 22:12","","Behind Body Cable Curl",,"",0,"normal",17,9,,,
"Pull day (arms focus)","5 Nov 2024, 20:17","5 Nov 2024, 22:12","","Behind Body Cable Curl",,"",1,"normal",17.5,9,,,
"Pull day (arms focus)","5 Nov 2024, 20:17","5 Nov 2024, 22:12","","Behind Body Cable Curl",,"",2,"normal",17.5,8,,,
"Pull day (arms focus)","5 Nov 2024, 20:17","5 Nov 2024, 22:12","","Lat Pulldown (Cable)",,"",0,"normal",63,5,,,
"Pull day (arms focus)","5 Nov 2024, 20:17","5 Nov 2024, 22:12","","Lat Pulldown (Cable)",,"",1,"normal",63,4,,,
"Pull day (arms focus)","5 Nov 2024, 20:17","5 Nov 2024, 22:12","","Seated Row (Machine)",,"",0,"normal",17,14,,,
"Pull day (arms focus)","5 Nov 2024, 20:17","5 Nov 2024, 22:12","","Seated Row (Machine)",,"",1,"normal",27,7,,,
"Pull day (arms focus)","5 Nov 2024, 20:17","5 Nov 2024, 22:12","","Seated Row (Machine)",,"",2,"normal",27,6,,,
"Pull day (arms focus)","5 Nov 2024, 20:17","5 Nov 2024, 22:12","","Preacher Curl (Machine)",,"",0,"normal",20,5,,,
"Pull day (arms focus)","5 Nov 2024, 20:17","5 Nov 2024, 22:12","","Preacher Curl (Machine)",,"",1,"normal",20,6,,,
"Pull day (arms focus)","5 Nov 2024, 20:17","5 Nov 2024, 22:12","","Preacher Curl (Machine)",,"",2,"normal",15,7,,,
"Push day (chest focus)","4 Nov 2024, 11:40","4 Nov 2024, 12:08","","Chest Press (Machine)",,"",0,"normal",40,7,,,
"Push day (chest focus)","4 Nov 2024, 11:40","4 Nov 2024, 12:08","","Chest Press (Machine)",,"",1,"normal",40,8,,,
"Push day (chest focus)","4 Nov 2024, 11:40","4 Nov 2024, 12:08","","Chest Press (Machine)",,"",2,"normal",40,7,,,
"Push day (chest focus)","4 Nov 2024, 11:40","4 Nov 2024, 12:08","","crossbody cable extension",,"",0,"normal",15,13,,,
"Push day (chest focus)","4 Nov 2024, 11:40","4 Nov 2024, 12:08","","crossbody cable extension",,"",1,"normal",9,10,,,
"Push day (chest focus)","4 Nov 2024, 11:40","4 Nov 2024, 12:08","","crossbody cable extension",,"",2,"normal",15,11,,,
"Shoulder day","2 Nov 2024, 19:05","2 Nov 2024, 19:36","","Overhead Press (Barbell)",,"",0,"normal",30,7,,,
"Shoulder day","2 Nov 2024, 19:05","2 Nov 2024, 19:36","","Overhead Press (Barbell)",,"",1,"normal",30,7,,,
"Shoulder day","2 Nov 2024, 19:05","2 Nov 2024, 19:36","","Overhead Press (Barbell)",,"",2,"normal",30,7,,,
"Shoulder day","2 Nov 2024, 19:05","2 Nov 2024, 19:36","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
"Shoulder day","2 Nov 2024, 19:05","2 Nov 2024, 19:36","","Lateral Raise (Machine)",,"",1,"normal",27,8,,,
"Shoulder day","2 Nov 2024, 19:05","2 Nov 2024, 19:36","","Lateral Raise (Machine)",,"",2,"normal",17,12,,,
"Shoulder day","2 Nov 2024, 19:05","2 Nov 2024, 19:36","","Lateral Raise (Machine)",,"",3,"normal",27,6,,,
"Shoulder day","2 Nov 2024, 19:05","2 Nov 2024, 19:36","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",11,11,,,
"Shoulder day","2 Nov 2024, 19:05","2 Nov 2024, 19:36","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",11,10,,,
"Shoulder day","2 Nov 2024, 19:05","2 Nov 2024, 19:36","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",11,10,,,
"Pull day (arms focus)","31 Oct 2024, 18:22","31 Oct 2024, 19:34","","Behind Body Cable Curl",,"",0,"normal",17.5,10,,,
"Pull day (arms focus)","31 Oct 2024, 18:22","31 Oct 2024, 19:34","","Behind Body Cable Curl",,"",1,"normal",17.5,9,,,
"Pull day (arms focus)","31 Oct 2024, 18:22","31 Oct 2024, 19:34","","Behind Body Cable Curl",,"",2,"normal",17.5,8,,,
"Pull day (arms focus)","31 Oct 2024, 18:22","31 Oct 2024, 19:34","","Lat Pulldown (Cable)",,"",0,"normal",58.5,5,,,
"Pull day (arms focus)","31 Oct 2024, 18:22","31 Oct 2024, 19:34","","Lat Pulldown (Cable)",,"",1,"normal",58.5,4,,,
"Pull day (arms focus)","31 Oct 2024, 18:22","31 Oct 2024, 19:34","","Preacher Curl (Machine)",,"",0,"normal",20,4,,,
"Pull day (arms focus)","31 Oct 2024, 18:22","31 Oct 2024, 19:34","","Preacher Curl (Machine)",,"",1,"normal",20,5,,,
"Pull day (arms focus)","31 Oct 2024, 18:22","31 Oct 2024, 19:34","","Preacher Curl (Machine)",,"",2,"normal",15,9,,,
"Push day (chest focus)","30 Oct 2024, 19:39","30 Oct 2024, 20:47","","Chest Press (Machine)",,"",0,"normal",40,9,,,
"Push day (chest focus)","30 Oct 2024, 19:39","30 Oct 2024, 20:47","","Chest Press (Machine)",,"",1,"normal",40,7,,,
"Push day (chest focus)","30 Oct 2024, 19:39","30 Oct 2024, 20:47","","Chest Press (Machine)",,"",2,"normal",40,5,,,
"Push day (chest focus)","30 Oct 2024, 19:39","30 Oct 2024, 20:47","","crossbody cable extension",,"",0,"normal",15,9,,,
"Push day (chest focus)","30 Oct 2024, 19:39","30 Oct 2024, 20:47","","crossbody cable extension",,"",1,"normal",15,10,,,
"Push day (chest focus)","30 Oct 2024, 19:39","30 Oct 2024, 20:47","","crossbody cable extension",,"",2,"normal",15,7,,,
"Push day (chest focus)","30 Oct 2024, 19:39","30 Oct 2024, 20:47","","Butterfly (Pec Deck)",,"",0,"normal",58.5,7,,,
"Push day (chest focus)","30 Oct 2024, 19:39","30 Oct 2024, 20:47","","Butterfly (Pec Deck)",,"",1,"normal",58.5,8,,,
"Push day (chest focus)","30 Oct 2024, 19:39","30 Oct 2024, 20:47","","Lateral Raise (Machine)",,"",0,"normal",27,11,,,
"Push day (chest focus)","30 Oct 2024, 19:39","30 Oct 2024, 20:47","","Lateral Raise (Machine)",,"",1,"normal",27,12,,,
"Push day (chest focus)","30 Oct 2024, 19:39","30 Oct 2024, 20:47","","Lateral Raise (Machine)",,"",2,"normal",27,9,,,
"Pull day (back focus)","26 Oct 2024, 20:02","26 Oct 2024, 21:12","","Lat Pulldown (Cable)",,"",0,"normal",54,11,,,
"Pull day (back focus)","26 Oct 2024, 20:02","26 Oct 2024, 21:12","","Lat Pulldown (Cable)",,"",1,"normal",54,6,,,
"Pull day (back focus)","26 Oct 2024, 20:02","26 Oct 2024, 21:12","","Lat Pulldown (Cable)",,"",2,"normal",54,7,,,
"Pull day (back focus)","26 Oct 2024, 20:02","26 Oct 2024, 21:12","","Cable row Machine",,"",0,"normal",77,8,,,
"Pull day (back focus)","26 Oct 2024, 20:02","26 Oct 2024, 21:12","","Cable row Machine",,"",1,"normal",67,10,,,
"Pull day (back focus)","26 Oct 2024, 20:02","26 Oct 2024, 21:12","","Cable row Machine",,"",2,"normal",67,9,,,
"Pull day (back focus)","26 Oct 2024, 20:02","26 Oct 2024, 21:12","","Shrug (Barbell)",,"",0,"normal",55,6,,,
"Pull day (back focus)","26 Oct 2024, 20:02","26 Oct 2024, 21:12","","Shrug (Barbell)",,"",1,"normal",55,6,,,
"Pull day (back focus)","26 Oct 2024, 20:02","26 Oct 2024, 21:12","","Shrug (Barbell)",,"",2,"normal",15,13,,,
"Pull day (arms focus)","23 Oct 2024, 19:43","23 Oct 2024, 20:29","","Behind Body Cable Curl",,"",0,"normal",17,9,,,
"Pull day (arms focus)","23 Oct 2024, 19:43","23 Oct 2024, 20:29","","Behind Body Cable Curl",,"",1,"normal",19.5,5,,,
"Pull day (arms focus)","23 Oct 2024, 19:43","23 Oct 2024, 20:29","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",39.5,9,,,
"Pull day (arms focus)","23 Oct 2024, 19:43","23 Oct 2024, 20:29","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",42.5,7,,,
"Pull day (arms focus)","23 Oct 2024, 19:43","23 Oct 2024, 20:29","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",39.5,8,,,
"Pull day (arms focus)","23 Oct 2024, 19:43","23 Oct 2024, 20:29","","Preacher Curl (Machine)",,"",0,"normal",20,5,,,
"Pull day (arms focus)","23 Oct 2024, 19:43","23 Oct 2024, 20:29","","Preacher Curl (Machine)",,"",1,"normal",20,5,,,
"Pull day (arms focus)","23 Oct 2024, 19:43","23 Oct 2024, 20:29","","Preacher Curl (Machine)",,"",2,"normal",15,8,,,
"Push day (chest focus)","22 Oct 2024, 18:52","22 Oct 2024, 19:59","","Chest Press (Machine)",,"",0,"normal",40,8,,,
"Push day (chest focus)","22 Oct 2024, 18:52","22 Oct 2024, 19:59","","Chest Press (Machine)",,"",1,"normal",40,7,,,
"Push day (chest focus)","22 Oct 2024, 18:52","22 Oct 2024, 19:59","","Chest Press (Machine)",,"",2,"normal",40,6,,,
"Push day (chest focus)","22 Oct 2024, 18:52","22 Oct 2024, 19:59","","crossbody cable extension",,"",0,"normal",15,8,,,
"Push day (chest focus)","22 Oct 2024, 18:52","22 Oct 2024, 19:59","","crossbody cable extension",,"",1,"normal",15,9,,,
"Push day (chest focus)","22 Oct 2024, 18:52","22 Oct 2024, 19:59","","crossbody cable extension",,"",2,"normal",15,7,,,
"Push day (chest focus)","22 Oct 2024, 18:52","22 Oct 2024, 19:59","","Butterfly (Pec Deck)",,"",0,"normal",58.5,7,,,
"Push day (chest focus)","22 Oct 2024, 18:52","22 Oct 2024, 19:59","","Butterfly (Pec Deck)",,"",1,"normal",58.5,8,,,
"Push day (chest focus)","22 Oct 2024, 18:52","22 Oct 2024, 19:59","","Lateral Raise (Machine)",,"",0,"normal",27,9,,,
"Push day (chest focus)","22 Oct 2024, 18:52","22 Oct 2024, 19:59","","Lateral Raise (Machine)",,"",1,"normal",27,10,,,
"Push day (chest focus)","22 Oct 2024, 18:52","22 Oct 2024, 19:59","","Lateral Raise (Machine)",,"",2,"normal",27,7,,,
"Pull day (arms focus)","16 Oct 2024, 21:04","16 Oct 2024, 21:52","","Behind Body Cable Curl",,"",0,"normal",17,9,,,
"Pull day (arms focus)","16 Oct 2024, 21:04","16 Oct 2024, 21:52","","Behind Body Cable Curl",,"",1,"normal",17,8,,,
"Pull day (arms focus)","16 Oct 2024, 21:04","16 Oct 2024, 21:52","","Behind Body Cable Curl",,"",2,"normal",17,8,,,
"Pull day (arms focus)","16 Oct 2024, 21:04","16 Oct 2024, 21:52","","Lat Pulldown (Cable)",,"",0,"normal",54,10,,,
"Pull day (arms focus)","16 Oct 2024, 21:04","16 Oct 2024, 21:52","","Lat Pulldown (Cable)",,"",1,"normal",54,5,,,
"Pull day (arms focus)","16 Oct 2024, 21:04","16 Oct 2024, 21:52","","Seated Row (Machine)",,"",0,"normal",17,14,,,
"Pull day (arms focus)","16 Oct 2024, 21:04","16 Oct 2024, 21:52","","Seated Row (Machine)",,"",1,"normal",27,7,,,
"Pull day (arms focus)","16 Oct 2024, 21:04","16 Oct 2024, 21:52","","Preacher Curl (Machine)",,"",0,"normal",20,5,,,
"Pull day (arms focus)","16 Oct 2024, 21:04","16 Oct 2024, 21:52","","Preacher Curl (Machine)",,"",1,"normal",20,4,,,
"Pull day (arms focus)","16 Oct 2024, 21:04","16 Oct 2024, 21:52","","Preacher Curl (Machine)",,"",2,"normal",15,7,,,
"Push day (chest focus)","15 Oct 2024, 19:28","15 Oct 2024, 20:15","","Chest Press (Machine)",,"",0,"normal",40,7,,,
"Push day (chest focus)","15 Oct 2024, 19:28","15 Oct 2024, 20:15","","Chest Press (Machine)",,"",1,"normal",40,5,,,
"Push day (chest focus)","15 Oct 2024, 19:28","15 Oct 2024, 20:15","","Chest Press (Machine)",,"",2,"normal",40,4,,,
"Push day (chest focus)","15 Oct 2024, 19:28","15 Oct 2024, 20:15","","crossbody cable extension",,"",0,"normal",11,12,,,
"Push day (chest focus)","15 Oct 2024, 19:28","15 Oct 2024, 20:15","","crossbody cable extension",,"",1,"normal",11,12,,,
"Push day (chest focus)","15 Oct 2024, 19:28","15 Oct 2024, 20:15","","crossbody cable extension",,"",2,"normal",11,10,,,
"Push day (chest focus)","15 Oct 2024, 19:28","15 Oct 2024, 20:15","","Lateral Raise (Machine)",,"",0,"normal",17,15,,,
"Push day (chest focus)","15 Oct 2024, 19:28","15 Oct 2024, 20:15","","Lateral Raise (Machine)",,"",1,"normal",27,9,,,
"Push day (chest focus)","15 Oct 2024, 19:28","15 Oct 2024, 20:15","","Lateral Raise (Machine)",,"",2,"normal",17,14,,,
"Shoulder day","14 Oct 2024, 21:21","14 Oct 2024, 21:59","","Seated Shoulder Press (Machine)",,"",0,"normal",47,10,,,
"Shoulder day","14 Oct 2024, 21:21","14 Oct 2024, 21:59","","Seated Shoulder Press (Machine)",,"",1,"normal",47,9,,,
"Shoulder day","14 Oct 2024, 21:21","14 Oct 2024, 21:59","","Seated Shoulder Press (Machine)",,"",2,"normal",47,6,,,
"Shoulder day","14 Oct 2024, 21:21","14 Oct 2024, 21:59","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
"Shoulder day","14 Oct 2024, 21:21","14 Oct 2024, 21:59","","Lateral Raise (Machine)",,"",1,"normal",27,8,,,
"Shoulder day","14 Oct 2024, 21:21","14 Oct 2024, 21:59","","Lateral Raise (Machine)",,"",2,"normal",17,12,,,
"Shoulder day","14 Oct 2024, 21:21","14 Oct 2024, 21:59","","Lateral Raise (Machine)",,"",3,"normal",27,6,,,
"Shoulder day","14 Oct 2024, 21:21","14 Oct 2024, 21:59","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",11,11,,,
"Shoulder day","14 Oct 2024, 21:21","14 Oct 2024, 21:59","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",11,10,,,
"Shoulder day","14 Oct 2024, 21:21","14 Oct 2024, 21:59","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",11,10,,,
"Shoulder day","8 Oct 2024, 21:11","8 Oct 2024, 21:56","","Seated Shoulder Press (Machine)",,"",0,"normal",47,10,,,
"Shoulder day","8 Oct 2024, 21:11","8 Oct 2024, 21:56","","Seated Shoulder Press (Machine)",,"",1,"normal",47,7,,,
"Shoulder day","8 Oct 2024, 21:11","8 Oct 2024, 21:56","","Seated Shoulder Press (Machine)",,"",2,"normal",47,5,,,
"Shoulder day","8 Oct 2024, 21:11","8 Oct 2024, 21:56","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
"Shoulder day","8 Oct 2024, 21:11","8 Oct 2024, 21:56","","Lateral Raise (Machine)",,"",1,"normal",27,8,,,
"Shoulder day","8 Oct 2024, 21:11","8 Oct 2024, 21:56","","Lateral Raise (Machine)",,"",2,"normal",17,12,,,
"Shoulder day","8 Oct 2024, 21:11","8 Oct 2024, 21:56","","Lateral Raise (Machine)",,"",3,"normal",27,6,,,
"Shoulder day","8 Oct 2024, 21:11","8 Oct 2024, 21:56","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",11,11,,,
"Shoulder day","8 Oct 2024, 21:11","8 Oct 2024, 21:56","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",11,10,,,
"Shoulder day","8 Oct 2024, 21:11","8 Oct 2024, 21:56","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",11,10,,,
"Pull day (back focus)","5 Oct 2024, 20:58","5 Oct 2024, 21:46","","Lat Pulldown (Cable)",,"",0,"normal",54,10,,,
"Pull day (back focus)","5 Oct 2024, 20:58","5 Oct 2024, 21:46","","Lat Pulldown (Cable)",,"",1,"normal",54,6,,,
"Pull day (back focus)","5 Oct 2024, 20:58","5 Oct 2024, 21:46","","Lat Pulldown (Cable)",,"",2,"normal",54,8,,,
"Pull day (back focus)","5 Oct 2024, 20:58","5 Oct 2024, 21:46","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",39.5,9,,,
"Pull day (back focus)","5 Oct 2024, 20:58","5 Oct 2024, 21:46","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",42.5,6,,,
"Pull day (back focus)","5 Oct 2024, 20:58","5 Oct 2024, 21:46","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",39.5,8,,,
"Pull day (back focus)","5 Oct 2024, 20:58","5 Oct 2024, 21:46","","Shrug (Barbell)",,"",0,"normal",40,11,,,
"Pull day (back focus)","5 Oct 2024, 20:58","5 Oct 2024, 21:46","","Shrug (Barbell)",,"",1,"normal",45,8,,,
"Pull day (back focus)","5 Oct 2024, 20:58","5 Oct 2024, 21:46","","Shrug (Barbell)",,"",2,"normal",45,5,,,
"Push day (chest focus)","3 Oct 2024, 20:39","3 Oct 2024, 21:35","","Chest Press (Machine)",,"",0,"normal",40,6,,,
"Push day (chest focus)","3 Oct 2024, 20:39","3 Oct 2024, 21:35","","Chest Press (Machine)",,"",1,"normal",40,5,,,
"Push day (chest focus)","3 Oct 2024, 20:39","3 Oct 2024, 21:35","","Chest Press (Machine)",,"",2,"normal",40,4,,,
"Push day (chest focus)","3 Oct 2024, 20:39","3 Oct 2024, 21:35","","Lateral Raise (Machine)",,"",0,"normal",17,15,,,
"Push day (chest focus)","3 Oct 2024, 20:39","3 Oct 2024, 21:35","","Lateral Raise (Machine)",,"",1,"normal",27,9,,,
"Push day (chest focus)","3 Oct 2024, 20:39","3 Oct 2024, 21:35","","Butterfly (Pec Deck)",,"",0,"normal",58.5,6,,,
"Push day (chest focus)","3 Oct 2024, 20:39","3 Oct 2024, 21:35","","Butterfly (Pec Deck)",,"",1,"normal",45,7,,,
"Pull day (arms focus)","2 Oct 2024, 20:59","2 Oct 2024, 22:05","","Behind Body Cable Curl",,"",0,"normal",18.25,9,,,
"Pull day (arms focus)","2 Oct 2024, 20:59","2 Oct 2024, 22:05","","Behind Body Cable Curl",,"",1,"normal",18.25,10,,,
"Pull day (arms focus)","2 Oct 2024, 20:59","2 Oct 2024, 22:05","","Behind Body Cable Curl",,"",2,"normal",18.25,9,,,
"Pull day (arms focus)","2 Oct 2024, 20:59","2 Oct 2024, 22:05","","Lat Pulldown (Cable)",,"",0,"normal",54,9,,,
"Pull day (arms focus)","2 Oct 2024, 20:59","2 Oct 2024, 22:05","","Lat Pulldown (Cable)",,"",1,"normal",54,8,,,
"Pull day (arms focus)","2 Oct 2024, 20:59","2 Oct 2024, 22:05","","Preacher Curl (Machine)",,"",0,"normal",20,6,,,
"Pull day (arms focus)","2 Oct 2024, 20:59","2 Oct 2024, 22:05","","Preacher Curl (Machine)",,"",1,"normal",20,5,,,
"Pull day (arms focus)","2 Oct 2024, 20:59","2 Oct 2024, 22:05","","Preacher Curl (Machine)",,"",2,"normal",15,7,,,
"Shoulder day","1 Oct 2024, 19:02","1 Oct 2024, 19:48","","Seated Shoulder Press (Machine)",,"",0,"normal",47,9,,,
"Shoulder day","1 Oct 2024, 19:02","1 Oct 2024, 19:48","","Seated Shoulder Press (Machine)",,"",1,"normal",47,9,,,
"Shoulder day","1 Oct 2024, 19:02","1 Oct 2024, 19:48","","Seated Shoulder Press (Machine)",,"",2,"normal",47,5,,,
"Shoulder day","1 Oct 2024, 19:02","1 Oct 2024, 19:48","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
