"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Pull day (arms focus)","16 May 2025, 20:47","16 May 2025, 21:44","","Behind Body Cable Curl",,"",0,"normal",17,9,,,
"Pull day (arms focus)","16 May 2025, 20:47","16 May 2025, 21:44","","Behind Body Cable Curl",,"",1,"normal",19.5,9,,,
"Pull day (arms focus)","16 May 2025, 20:47","16 May 2025, 21:44","","Behind Body Cable Curl",,"",2,"normal",19.5,10,,,
"Pull day (arms focus)","16 May 2025, 20:47","16 May 2025, 21:44","","Lat Pulldown (Cable)",,"",0,"normal",63,5,,,
"Pull day (arms focus)","16 May 2025, 20:47","16 May 2025, 21:44","","Lat Pulldown (Cable)",,"",1,"normal",58.5,7,,,
"Pull day (arms focus)","16 May 2025, 20:47","16 May 2025, 21:44","","Seated Row (Machine)",,"",0,"normal",27,6,,,
"Pull day (arms focus)","16 May 2025, 20:47","16 May 2025, 21:44","","Seated Row (Machine)",,"",1,"normal",17,10,,,
"Pull day (arms focus)","16 May 2025, 20:47","16 May 2025, 21:44","","Seated Row (Machine)",,"",2,"normal",27,6,,,
"Pull day (arms focus)","16 May 2025, 20:47","16 May 2025, 21:44","","Preacher Curl (Machine)",,"",0,"normal",20,8,,,
"Pull day (arms focus)","16 May 2025, 20:47","16 May 2025, 21:44","","Preacher Curl (Machine)",,"",1,"normal",20,7,,,
"Pull day (arms focus)","16 May 2025, 20:47","16 May 2025, 21:44","","Preacher Curl (Machine)",,"",2,"normal",20,7,,,
"Push day (chest focus)","12 May 2025, 17:50","12 May 2025, 19:32","","Incline Bench Press (Dumbbell)",,"",0,"normal",20.41,6,,,
"Push day (chest focus)","12 May 2025, 17:50","12 May 2025, 19:32","","Incline Bench Press (Dumbbell)",,"",1,"normal",20.41,5,,,
"Push day (chest focus)","12 May 2025, 17:50","12 May 2025, 19:32","","Incline Bench Press (Dumbbell)",,"",2,"normal",20.41,5,,,
"Push day (chest focus)","12 May 2025, 17:50","12 May 2025, 19:32","","crossbody cable extension",,"",0,"normal",21,4,,,
"Push day (chest focus)","12 May 2025, 17:50","12 May 2025, 19:32","","crossbody cable extension",,"",1,"normal",17,7,,,
"Push day (chest focus)","12 May 2025, 17:50","12 May 2025, 19:32","","crossbody cable extension",,"",2,"normal",17,7,,,
"Push day (chest focus)","12 May 2025, 17:50","12 May 2025, 19:32","","Butterfly (Pec Deck)",,"",0,"normal",54,6,,,
"Push day (chest focus)","12 May 2025, 17:50","12 May 2025, 19:32","","Butterfly (Pec Deck)",,"",1,"normal",45,6,,,
"Push day (chest focus)","12 May 2025, 17:50","12 May 2025, 19:32","","Butterfly (Pec Deck)",,"",2,"normal",45,5,,,
"Push day (chest focus)","8 May 2025, 20:56","8 May 2025, 22:06","","Chest Press (Machine)",,"",0,"normal",42.5,6,,,
"Push day (chest focus)","8 May 2025, 20:56","8 May 2025, 22:06","","Chest Press (Machine)",,"",1,"normal",42.5,7,,,
"Push day (chest focus)","8 May 2025, 20:56","8 May 2025, 22:06","","Chest Press (Machine)",,"",2,"normal",42.5,6,,,
"Push day (chest focus)","8 May 2025, 20:56","8 May 2025, 22:06","","crossbody cable extension",,"",0,"normal",21,6,,,
"Push day (chest focus)","8 May 2025, 20:56","8 May 2025, 22:06","","crossbody cable extension",,"",1,"normal",17,7,,,
"Push day (chest focus)","8 May 2025, 20:56","8 May 2025, 22:06","","Butterfly (Pec Deck)",,"",0,"normal",45,8,,,
"Push day (chest focus)","8 May 2025, 20:56","8 May 2025, 22:06","","Crunch (Machine)",,"",0,"normal",67,9,,,
"Pull day (arms focus)","7 May 2025, 20:36","7 May 2025, 22:02","","Bicep Curl (Cable)",,"",0,"normal",17,9,,,
"Pull day (arms focus)","7 May 2025, 20:36","7 May 2025, 22:02","","Bicep Curl (Cable)",,"",1,"normal",17,8,,,
"Pull day (arms focus)","7 May 2025, 20:36","7 May 2025, 22:02","","Bicep Curl (Cable)",,"",2,"normal",17,10,,,
"Pull day (arms focus)","7 May 2025, 20:36","7 May 2025, 22:02","","Lat Pulldown (Cable)",,"",0,"normal",63,7,,,
"Pull day (arms focus)","7 May 2025, 20:36","7 May 2025, 22:02","","Seated Row (Machine)",,"",0,"normal",27,6,,,
"Pull day (arms focus)","7 May 2025, 20:36","7 May 2025, 22:02","","Seated Row (Machine)",,"",1,"normal",17,10,,,
"Pull day (arms focus)","7 May 2025, 20:36","7 May 2025, 22:02","","Seated Row (Machine)",,"",2,"normal",27,6,,,
"Pull day (arms focus)","7 May 2025, 20:36","7 May 2025, 22:02","","Preacher Curl (Machine)",,"",0,"normal",20,8,,,
"Pull day (arms focus)","7 May 2025, 20:36","7 May 2025, 22:02","","Preacher Curl (Machine)",,"",1,"normal",20,7,,,
"Push day (chest focus)","30 Apr 2025, 21:10","30 Apr 2025, 23:19","","Incline Bench Press (Dumbbell)",,"",0,"normal",18.14,10,,,
"Push day (chest focus)","30 Apr 2025, 21:10","30 Apr 2025, 23:19","","Incline Bench Press (Dumbbell)",,"",1,"normal",18.14,9,,,
"Push day (chest focus)","30 Apr 2025, 21:10","30 Apr 2025, 23:19","","Incline Bench Press (Dumbbell)",,"",2,"normal",18.14,7,,,
"Push day (chest focus)","30 Apr 2025, 21:10","30 Apr 2025, 23:19","","crossbody cable extension",,"",0,"normal",21,6,,,
"Push day (chest focus)","30 Apr 2025, 21:10","30 Apr 2025, 23:19","","crossbody cable extension",,"",1,"normal",17,7,,,
"Push day (chest focus)","30 Apr 2025, 21:10","30 Apr 2025, 23:19","","crossbody cable extension",,"",2,"normal",17,7,,,
"Pull day (arms focus)","15 Apr 2025, 20:38","15 Apr 2025, 21:33","","Behind Body Cable Curl",,"",0,"normal",22.25,6,,,
"Pull day (arms focus)","15 Apr 2025, 20:38","15 Apr 2025, 21:33","","Behind Body Cable Curl",,"",1,"normal",21,8,,,
"Pull day (arms focus)","15 Apr 2025, 20:38","15 Apr 2025, 21:33","","Behind Body Cable Curl",,"",2,"normal",21,8,,,
"Pull day (arms focus)","15 Apr 2025, 20:38","15 Apr 2025, 21:33","","Lat Pulldown (Cable)",,"",0,"normal",54,8,,,
"Pull day (arms focus)","15 Apr 2025, 20:38","15 Apr 2025, 21:33","","Lat Pulldown (Cable)",,"",1,"normal",54,8,,,
"Pull day (arms focus)","15 Apr 2025, 20:38","15 Apr 2025, 21:33","","Seated Row (Machine)",,"",0,"normal",27,6,,,
"Pull day (arms focus)","15 Apr 2025, 20:38","15 Apr 2025, 21:33","","Preacher Curl (Machine)",,"",0,"normal",20,8,,,
"Pull day (arms focus)","15 Apr 2025, 20:38","15 Apr 2025, 21:33","","Preacher Curl (Machine)",,"",1,"normal",20,7,,,
"Pull day (arms focus)","15 Apr 2025, 20:38","15 Apr 2025, 21:33","","Preacher Curl (Machine)",,"",2,"normal",20,7,,,
"Push day (chest focus)","14 Apr 2025, 19:34","14 Apr 2025, 20:49","","Incline Bench Press (Dumbbell)",,"",0,"normal",20.41,6,,,
"Push day (chest focus)","14 Apr 2025, 19:34","14 Apr 2025, 20:49","","Incline Bench Press (Dumbbell)",,"",1,"normal",20.41,5,,,
"Push day (chest focus)","14 Apr 2025, 19:34","14 Apr 2025, 20:49","","Incline Bench Press (Dumbbell)",,"",2,"normal",18.14,7,,,
"Push day (chest focus)","14 Apr 2025, 19:34","14 Apr 2025, 20:49","","crossbody cable extension",,"",0,"normal",21,6,,,
"Push day (chest focus)","14 Apr 2025, 19:34","14 Apr 2025, 20:49","","crossbody cable extension",,"",1,"normal",16.25,7,,,
"Push day (chest focus)","14 Apr 2025, 19:34","14 Apr 2025, 20:49","","crossbody cable extension",,"",2,"normal",15,11,,,
"Push day (chest focus)","14 Apr 2025, 19:34","14 Apr 2025, 20:49","","Butterfly (Pec Deck)",,"",0,"normal",45,8,,,
"Push day (chest focus)","14 Apr 2025, 19:34","14 Apr 2025, 20:49","","Butterfly (Pec Deck)",,"",1,"normal",45,6,,,
"Push day (chest focus)","14 Apr 2025, 19:34","14 Apr 2025, 20:49","","Butterfly (Pec Deck)",,"",2,"normal",45,5,,,
"Evening workout 🏋️","7 Apr 2025, 21:28","7 Apr 2025, 21:53","","Running",,"",0,"normal",,,2,1200,
"Push day (chest focus)","7 Apr 2025, 20:38","7 Apr 2025, 21:27","","Incline Bench Press (Dumbbell)",,"",0,"normal",18.14,8,,,
"Push day (chest focus)","7 Apr 2025, 20:38","7 Apr 2025, 21:27","","Incline Bench Press (Dumbbell)",,"",1,"normal",18.14,7,,,
"Push day (chest focus)","7 Apr 2025, 20:38","7 Apr 2025, 21:27","","Incline Bench Press (Dumbbell)",,"",2,"normal",18.14,7,,,
"Push day (chest focus)","7 Apr 2025, 20:38","7 Apr 2025, 21:27","","crossbody cable extension",,"",0,"normal",16.25,8,,,
"Push day (chest focus)","7 Apr 2025, 20:38","7 Apr 2025, 21:27","","crossbody cable extension",,"",1,"normal",16.25,7,,,
"Push day (chest focus)","7 Apr 2025, 20:38","7 Apr 2025, 21:27","","crossbody cable extension",,"",2,"normal",15,11,,,
"Push day (chest focus)","7 Apr 2025, 20:38","7 Apr 2025, 21:27","","Butterfly (Pec Deck)",,"",0,"normal",45,8,,,
"Push day (chest focus)","7 Apr 2025, 20:38","7 Apr 2025, 21:27","","Butterfly (Pec Deck)",,"",1,"normal",45,6,,,
"Push day (chest focus)","7 Apr 2025, 20:38","7 Apr 2025, 21:27","","Butterfly (Pec Deck)",,"",2,"normal",45,5,,,
"Push day (chest focus)","7 Apr 2025, 20:38","7 Apr 2025, 21:27","","Crunch (Machine)",,"",0,"normal",67,9,,,
"Push day (chest focus)","7 Apr 2025, 20:38","7 Apr 2025, 21:27","","Crunch (Machine)",,"",1,"normal",67,13,,,
"Pull day (back focus)","25 Mar 2025, 20:41","25 Mar 2025, 21:40","","Lat Pulldown (Cable)",,"",0,"normal",63,6,,,
"Pull day (back focus)","25 Mar 2025, 20:41","25 Mar 2025, 21:40","","Lat Pulldown (Cable)",,"",1,"normal",63,4,,,
"Pull day (back focus)","25 Mar 2025, 20:41","25 Mar 2025, 21:40","","Lat Pulldown (Cable)",,"",2,"normal",54,7,,,
"Pull day (back focus)","25 Mar 2025, 20:41","25 Mar 2025, 21:40","","Behind Body Cable Curl",,"",0,"normal",22.25,5,,,
"Pull day (back focus)","25 Mar 2025, 20:41","25 Mar 2025, 21:40","","Behind Body Cable Curl",,"",1,"normal",21,8,,,
"Pull day (back focus)","25 Mar 2025, 20:41","25 Mar 2025, 21:40","","Behind Body Cable Curl",,"",2,"normal",15,9,,,
"Pull day (back focus)","25 Mar 2025, 20:41","25 Mar 2025, 21:40","","Seated Row (Machine)",,"",0,"normal",27,8,,,
"Pull day (back focus)","25 Mar 2025, 20:41","25 Mar 2025, 21:40","","Seated Row (Machine)",,"",1,"normal",27,9,,,
"Pull day (back focus)","25 Mar 2025, 20:41","25 Mar 2025, 21:40","","Seated Row (Machine)",,"",2,"normal",27,8,,,
"Push day (chest focus)","24 Mar 2025, 20:14","24 Mar 2025, 21:11","","Incline Bench Press (Dumbbell)",,"",0,"normal",18.14,8,,,
"Push day (chest focus)","24 Mar 2025, 20:14","24 Mar 2025, 21:11","","Incline Bench Press (Dumbbell)",,"",1,"normal",18.14,6,,,
"Push day (chest focus)","24 Mar 2025, 20:14","24 Mar 2025, 21:11","","Incline Bench Press (Dumbbell)",,"",2,"normal",18.14,6,,,
"Push day (chest focus)","24 Mar 2025, 20:14","24 Mar 2025, 21:11","","crossbody cable extension",,"",0,"normal",17.5,6,,,
"Push day (chest focus)","24 Mar 2025, 20:14","24 Mar 2025, 21:11","","crossbody cable extension",,"",1,"normal",15,12,,,
"Push day (chest focus)","24 Mar 2025, 20:14","24 Mar 2025, 21:11","","crossbody cable extension",,"",2,"normal",15,11,,,
"Push day (chest focus)","24 Mar 2025, 20:14","24 Mar 2025, 21:11","","Butterfly (Pec Deck)",,"",0,"normal",54,6,,,
"Push day (chest focus)","24 Mar 2025, 20:14","24 Mar 2025, 21:11","","Butterfly (Pec Deck)",,"",1,"normal",54,6,,,
"Push day (chest focus)","19 Mar 2025, 20:11","19 Mar 2025, 20:40","","Incline Bench Press (Dumbbell)",,"",0,"normal",18.14,7,,,
"Push day (chest focus)","19 Mar 2025, 20:11","19 Mar 2025, 20:40","","Incline Bench Press (Dumbbell)",,"",1,"normal",18.14,7,,,
"Push day (chest focus)","19 Mar 2025, 20:11","19 Mar 2025, 20:40","","Incline Bench Press (Dumbbell)",,"",2,"normal",18.14,7,,,
"Push day (chest focus)","19 Mar 2025, 20:11","19 Mar 2025, 20:40","","crossbody cable extension",,"",0,"normal",17.5,6,,,
"Push day (chest focus)","19 Mar 2025, 20:11","19 Mar 2025, 20:40","","crossbody cable extension",,"",1,"normal",15,12,,,
"Push day (chest focus)","19 Mar 2025, 20:11","19 Mar 2025, 20:40","","crossbody cable extension",,"",2,"normal",15,11,,,
"Push day (chest focus)","19 Mar 2025, 20:11","19 Mar 2025, 20:40","","Butterfly (Pec Deck)",,"",0,"normal",54,6,,,
"Push day (chest focus)","19 Mar 2025, 20:11","19 Mar 2025, 20:40","","Butterfly (Pec Deck)",,"",1,"normal",54,6,,,
"Push day (chest focus)","19 Mar 2025, 20:11","19 Mar 2025, 20:40","","Butterfly (Pec Deck)",,"",2,"normal",54,5,,,
"Push day (chest focus)","13 Mar 2025, 21:14","13 Mar 2025, 22:46","","Incline Bench Press (Dumbbell)",,"",0,"normal",20.41,5,,,
"Push day (chest focus)","13 Mar 2025, 21:14","13 Mar 2025, 22:46","","Incline Bench Press (Dumbbell)",,"",1,"normal",18.14,6,,,
"Push day (chest focus)","13 Mar 2025, 21:14","13 Mar 2025, 22:46","","Incline Bench Press (Dumbbell)",,"",2,"normal",18.14,5,,,
"Push day (chest focus)","13 Mar 2025, 21:14","13 Mar 2025, 22:46","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
"Push day (chest focus)","13 Mar 2025, 21:14","13 Mar 2025, 22:46","","Lateral Raise (Machine)",,"",1,"normal",27,8,,,
"Push day (chest focus)","13 Mar 2025, 21:14","13 Mar 2025, 22:46","","Lateral Raise (Machine)",,"",2,"normal",17,12,,,
"Push day (chest focus)","13 Mar 2025, 21:14","13 Mar 2025, 22:46","","Butterfly (Pec Deck)",,"",0,"normal",54,7,,,
"Push day (chest focus)","13 Mar 2025, 21:14","13 Mar 2025, 22:46","","Butterfly (Pec Deck)",,"",1,"normal",54,6,,,
"Pull day (arms focus)","10 Mar 2025, 19:38","10 Mar 2025, 21:33","","Behind Body Cable Curl",,"",0,"normal",21,10,,,
"Pull day (arms focus)","10 Mar 2025, 19:38","10 Mar 2025, 21:33","","Behind Body Cable Curl",,"",1,"normal",15,9,,,
"Pull day (arms focus)","10 Mar 2025, 19:38","10 Mar 2025, 21:33","","Behind Body Cable Curl",,"",2,"normal",15,10,,,
"Pull day (arms focus)","10 Mar 2025, 19:38","10 Mar 2025, 21:33","","Lat Pulldown (Cable)",,"",0,"normal",54,5,,,
"Pull day (arms focus)","10 Mar 2025, 19:38","10 Mar 2025, 21:33","","Lat Pulldown (Cable)",,"",1,"normal",54,5,,,
"Pull day (arms focus)","10 Mar 2025, 19:38","10 Mar 2025, 21:33","","Seated Row (Machine)",,"",0,"normal",27,6,,,
"Pull day (arms focus)","10 Mar 2025, 19:38","10 Mar 2025, 21:33","","Seated Row (Machine)",,"",1,"normal",17,10,,,
"Push day (chest focus)","7 Mar 2025, 21:18","7 Mar 2025, 22:46","","Incline Bench Press (Dumbbell)",,"",0,"normal",20.41,7,,,
"Push day (chest focus)","7 Mar 2025, 21:18","7 Mar 2025, 22:46","","Incline Bench Press (Dumbbell)",,"",1,"normal",20.41,5,,,
"Push day (chest focus)","7 Mar 2025, 21:18","7 Mar 2025, 22:46","","Incline Bench Press (Dumbbell)",,"",2,"normal",20.41,4,,,
"Push day (chest focus)","7 Mar 2025, 21:18","7 Mar 2025, 22:46","","crossbody cable extension",,"",0,"normal",15,14,,,
"Push day (chest focus)","7 Mar 2025, 21:18","7 Mar 2025, 22:46","","crossbody cable extension",,"",1,"normal",15,13,,,
"Push day (chest focus)","7 Mar 2025, 21:18","7 Mar 2025, 22:46","","Crunch (Machine)",,"",0,"normal",67,12,,,
"Pull day (arms focus)","1 Mar 2025, 19:56","1 Mar 2025, 22:49","","Behind Body Cable Curl",,"",0,"normal",21,12,,,
"Pull day (arms focus)","1 Mar 2025, 19:56","1 Mar 2025, 22:49","","Behind Body Cable Curl",,"",1,"normal",21,9,,,
"Pull day (arms focus)","1 Mar 2025, 19:56","1 Mar 2025, 22:49","","Behind Body Cable Curl",,"",2,"normal",21,7,,,
"Pull day (arms focus)","1 Mar 2025, 19:56","1 Mar 2025, 22:49","","Lat Pulldown (Cable)",,"",0,"normal",63,4,,,
"Pull day (arms focus)","1 Mar 2025, 19:56","1 Mar 2025, 22:49","","Lat Pulldown (Cable)",,"",1,"normal",63,5,,,
"Pull day (arms focus)","1 Mar 2025, 19:56","1 Mar 2025, 22:49","","Preacher Curl (Machine)",,"",0,"normal",20,9,,,
"Pull day (arms focus)","1 Mar 2025, 19:56","1 Mar 2025, 22:49","","Preacher Curl (Machine)",,"",1,"normal",20,7,,,
"Pull day (arms focus)","1 Mar 2025, 19:56","1 Mar 2025, 22:49","","Preacher Curl (Machine)",,"",2,"normal",20,7,,,
"Push day (chest focus)","24 Feb 2025, 21:20","24 Feb 2025, 22:03","","Incline Bench Press (Dumbbell)",,"",0,"normal",20.41,8,,,
"Push day (chest focus)","24 Feb 2025, 21:20","24 Feb 2025, 22:03","","Incline Bench Press (Dumbbell)",,"",1,"normal",20.41,7,,,
"Push day (chest focus)","24 Feb 2025, 21:20","24 Feb 2025, 22:03","","Incline Bench Press (Dumbbell)",,"",2,"normal",20.41,4,,,
"Push day (chest focus)","24 Feb 2025, 21:20","24 Feb 2025, 22:03","","crossbody cable extension",,"",0,"normal",15,14,,,
"Push day (chest focus)","24 Feb 2025, 21:20","24 Feb 2025, 22:03","","crossbody cable extension",,"",1,"normal",15,13,,,
"Push day (chest focus)","24 Feb 2025, 21:20","24 Feb 2025, 22:03","","Butterfly (Pec Deck)",,"",0,"normal",54,7,,,
"Push day (chest focus)","24 Feb 2025, 21:20","24 Feb 2025, 22:03","","Butterfly (Pec Deck)",,"",1,"normal",54,6,,,
"Pull day (arms focus)","21 Feb 2025, 19:36","21 Feb 2025, 20:18","","Behind Body Cable Curl",,"",0,"normal",21,11,,,
"Pull day (arms focus)","21 Feb 2025, 19:36","21 Feb 2025, 20:18","","Behind Body Cable Curl",,"",1,"normal",21,10,,,
"Pull day (arms focus)","21 Feb 2025, 19:36","21 Feb 2025, 20:18","","Behind Body Cable Curl",,"",2,"normal",21,9,,,
"Pull day (arms focus)","21 Feb 2025, 19:36","21 Feb 2025, 20:18","","Lat Pulldown (Cable)",,"",0,"normal",63,5,,,
"Pull day (arms focus)","21 Feb 2025, 19:36","21 Feb 2025, 20:18","","Lat Pulldown (Cable)",,"",1,"normal",63,3,,,
"Pull day (arms focus)","21 Feb 2025, 19:36","21 Feb 2025, 20:18","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",43.5,8,,,
"Pull day (arms focus)","21 Feb 2025, 19:36","21 Feb 2025, 20:18","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",42.5,6,,,
"Pull day (arms focus)","21 Feb 2025, 19:36","21 Feb 2025, 20:18","","Preacher Curl (Machine)",,"",0,"normal",20,9,,,
"Pull day (arms focus)","21 Feb 2025, 19:36","21 Feb 2025, 20:18","","Preacher Curl (Machine)",,"",1,"normal",20,7,,,
"Pull day (arms focus)","21 Feb 2025, 19:36","21 Feb 2025, 20:18","","Preacher Curl (Machine)",,"",2,"normal",20,7,,,
"Push day (chest focus)","17 Feb 2025, 19:54","17 Feb 2025, 20:48","","Incline Bench Press (Dumbbell)",,"",0,"normal",20.41,8,,,
"Push day (chest focus)","17 Feb 2025, 19:54","17 Feb 2025, 20:48","","Incline Bench Press (Dumbbell)",,"",1,"normal",20.41,6,,,
"Push day (chest focus)","17 Feb 2025, 19:54","17 Feb 2025, 20:48","","Incline Bench Press (Dumbbell)",,"",2,"normal",20.41,5,,,
"Push day (chest focus)","17 Feb 2025, 19:54","17 Feb 2025, 20:48","","crossbody cable extension",,"",0,"normal",15,14,,,
"Push day (chest focus)","17 Feb 2025, 19:54","17 Feb 2025, 20:48","","crossbody cable extension",,"",1,"normal",15,13,,,
"Pull day (back focus)","7 Feb 2025, 21:22","7 Feb 2025, 22:38","","Lat Pulldown (Cable)",,"",0,"normal",63,6,,,
"Pull day (back focus)","7 Feb 2025, 21:22","7 Feb 2025, 22:38","","Lat Pulldown (Cable)",,"",1,"normal",63,4,,,
"Pull day (back focus)","7 Feb 2025, 21:22","7 Feb 2025, 22:38","","Lat Pulldown (Cable)",,"",2,"normal",54,8,,,
"Pull day (back focus)","7 Feb 2025, 21:22","7 Feb 2025, 22:38","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",43.5,8,,,
"Pull day (back focus)","7 Feb 2025, 21:22","7 Feb 2025, 22:38","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",42.5,6,,,
"Pull day (back focus)","7 Feb 2025, 21:22","7 Feb 2025, 22:38","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",39.5,8,,,
"Pull day (back focus)","7 Feb 2025, 21:22","7 Feb 2025, 22:38","","Preacher Curl (Machine)",,"",0,"normal",20,6,,,
"Shoulder day","6 Feb 2025, 21:43","6 Feb 2025, 22:32","","Overhead Press (Barbell)",,"",0,"normal",30,8,,,
"Shoulder day","6 Feb 2025, 21:43","6 Feb 2025, 22:32","","Lateral Raise (Dumbbell)",,"",0,"normal",15,10,,,
"Shoulder day","6 Feb 2025, 21:43","6 Feb 2025, 22:32","","Lateral Raise (Dumbbell)",,"",1,"normal",10,8,,,
"Shoulder day","6 Feb 2025, 21:43","6 Feb 2025, 22:32","","Lateral Raise (Dumbbell)",,"",2,"normal",15,8,,,
"Shoulder day","6 Feb 2025, 21:43","6 Feb 2025, 22:32","","Lateral Raise (Dumbbell)",,"",3,"normal",10,8,,,
"Shoulder day","6 Feb 2025, 21:43","6 Feb 2025, 22:32","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",11,11,,,
"Shoulder day","6 Feb 2025, 21:43","6 Feb 2025, 22:32","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",11,10,,,
"Shoulder day","6 Feb 2025, 21:43","6 Feb 2025, 22:32","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",11,10,,,
"Pull day (arms focus)","4 Feb 2025, 20:40","4 Feb 2025, 22:23","","Behind Body Cable Curl",,"",0,"normal",21,10,,,
"Pull day (arms focus)","4 Feb 2025, 20:40","4 Feb 2025, 22:23","","Behind Body Cable Curl",,"",1,"normal",21,10,,,
"Pull day (arms focus)","4 Feb 2025, 20:40","4 Feb 2025, 22:23","","Behind Body Cable Curl",,"",2,"normal",21,10,,,
"Pull day (arms focus)","4 Feb 2025, 20:40","4 Feb 2025, 22:23","","Single Arm Lat Pulldown",,"",0,"normal",67,5,,,
"Pull day (arms focus)","4 Feb 2025, 20:40","4 Feb 2025, 22:23","","Single Arm Lat Pulldown",,"",1,"normal",57,5,,,
"Pull day (arms focus)","4 Feb 2025, 20:40","4 Feb 2025, 22:23","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",34.5,8,,,
"Pull day (arms focus)","4 Feb 2025, 20:40","4 Feb 2025, 22:23","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",42.5,8,,,
"Pull day (arms focus)","4 Feb 2025, 20:40","4 Feb 2025, 22:23","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",42.5,9,,,
"Pull day (arms focus)","4 Feb 2025, 20:40","4 Feb 2025, 22:23","","Preacher Curl (Machine)",,"",0,"normal",20,8,,,
"Pull day (arms focus)","4 Feb 2025, 20:40","4 Feb 2025, 22:23","","Preacher Curl (Machine)",,"",1,"normal",20,7,,,
"Pull day (arms focus)","4 Feb 2025, 20:40","4 Feb 2025, 22:23","","Preacher Curl (Machine)",,"",2,"normal",20,7,,,
"Push day (chest focus)","3 Feb 2025, 21:21","3 Feb 2025, 22:02","","Incline Bench Press (Dumbbell)",,"",0,"normal",20.41,4,,,
"Push day (chest focus)","3 Feb 2025, 21:21","3 Feb 2025, 22:02","","Incline Bench Press (Dumbbell)",,"",1,"normal",20.41,4,,,
"Push day (chest focus)","3 Feb 2025, 21:21","3 Feb 2025, 22:02","","Incline Bench Press (Dumbbell)",,"",2,"normal",20.41,3,,,
"Push day (chest focus)","3 Feb 2025, 21:21","3 Feb 2025, 22:02","","crossbody cable extension",,"",0,"normal",15,12,,,
"Push day (chest focus)","3 Feb 2025, 21:21","3 Feb 2025, 22:02","","crossbody cable extension",,"",1,"normal",15,9,,,
"Push day (chest focus)","3 Feb 2025, 21:21","3 Feb 2025, 22:02","","crossbody cable extension",,"",2,"normal",15,11,,,
"Push day (chest focus)","3 Feb 2025, 21:21","3 Feb 2025, 22:02","","Butterfly (Pec Deck)",,"",0,"normal",54,7,,,
"Push day (chest focus)","3 Feb 2025, 21:21","3 Feb 2025, 22:02","","Butterfly (Pec Deck)",,"",1,"normal",54,6,,,
"Push day (chest focus)","3 Feb 2025, 21:21","3 Feb 2025, 22:02","","Butterfly (Pec Deck)",,"",2,"normal",54,5,,,
"Shoulder day","31 Jan 2025, 21:58","31 Jan 2025, 21:58","","Seated Shoulder Press (Machine)",,"",0,"normal",47,12,,,
"Shoulder day","31 Jan 2025, 21:58","31 Jan 2025, 21:58","","Seated Shoulder Press (Machine)",,"",1,"normal",47,9,,,
"Shoulder day","31 Jan 2025, 21:58","31 Jan 2025, 21:58","","Seated Shoulder Press (Machine)",,"",2,"normal",47,6,,,
"Shoulder day","31 Jan 2025, 21:58","31 Jan 2025, 21:58","","Lateral Raise (Machine)",,"",0,"normal",17,14,,,
"Shoulder day","31 Jan 2025, 21:58","31 Jan 2025, 21:58","","Lateral Raise (Machine)",,"",1,"normal",27,8,,,
"Shoulder day","31 Jan 2025, 21:58","31 Jan 2025, 21:58","","Lateral Raise (Machine)",,"",2,"normal",17,12,,,
"Shoulder day","31 Jan 2025, 21:58","31 Jan 2025, 21:58","","Lateral Raise (Machine)",,"",3,"normal",27,6,,,
"Shoulder day","31 Jan 2025, 21:58","31 Jan 2025, 21:58","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",11,11,,,
"Shoulder day","31 Jan 2025, 21:58","31 Jan 2025, 21:58","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",11,10,,,
"Shoulder day","31 Jan 2025, 21:58","31 Jan 2025, 21:58","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",11,10,,,
"Pull day (arms focus)","28 Jan 2025, 18:19","28 Jan 2025, 20:52","","Behind Body Cable Curl",,"",0,"normal",21,9,,,
"Pull day (arms focus)","28 Jan 2025, 18:19","28 Jan 2025, 20:52","","Behind Body Cable Curl",,"",1,"normal",21,8,,,
"Pull day (arms focus)","28 Jan 2025, 18:19","28 Jan 2025, 20:52","","Behind Body Cable Curl",,"",2,"normal",21,8,,,
"Pull day (arms focus)","28 Jan 2025, 18:19","28 Jan 2025, 20:52","","Lat Pulldown (Cable)",,"",0,"normal",63,5,,,
"Pull day (arms focus)","28 Jan 2025, 18:19","28 Jan 2025, 20:52","","Lat Pulldown (Cable)",,"",1,"normal",63,3,,,
"Pull day (arms focus)","28 Jan 2025, 18:19","28 Jan 2025, 20:52","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",42.5,7,,,
